rank,username,followerCount,score,signalScore,noisePoints,totalEngagement,engagementRate,averageEngagementPerPost
449,web3metapanda,89450,70.47,63.25,7.22,0,0,0
450,JohnOsinco,4065,70.47,65.55,4.92,0,0,0
451,0xcryptopriest,3650,70.44,63.78,6.67,0,0,0
452,Crypt0_PK,4908,70.38,68.57,1.82,0,0,0
453,Ashiii0x,11280,70.38,65.26,5.11,0,0,0
454,theghost_alb,9104,70.38,62.4,7.98,0,0,0
455,5bonacci_Tech,16645,70.33,63.99,6.34,0,0,0
456,0xdubemm,5209,70.32,62.76,7.56,0,0,0
457,Obesepotato_hl,4075,70.32,62.54,7.77,0,0,0
458,0xHaciyatmaz,12418,70.3,65.79,4.51,0,0,0
459,Jrag0x,15102,70.24,61.18,9.06,0,0,0
460,alexjmingolla,31027,70.21,51.74,18.47,0,0,0
461,maziibe_,398993,70.09,60.05,10.04,0,0,0
462,google_dich_vn,6757,70.07,62.34,7.73,0,0,0
463,Sparrow_701,2847,69.96,66.11,3.84,0,0,0
464,the_smart_ape,57017,69.88,65.04,4.84,0,0,0
465,ShadoWalkerNfts,6882,69.85,62.83,7.02,0,0,0
466,Dashke_witch,9163,69.81,62.19,7.62,0,0,0
467,Sion_Forever82,4864,69.79,65.9,3.89,0,0,0
468,Jinx_Yxurself,9098,69.77,56.59,13.18,0,0,0
469,BitImmortal,9966,69.73,62.92,6.82,0,0,0
470,dee_e6,9704,69.67,66.25,3.42,0,0,0
471,digitaldynamo39,2726,69.65,66.53,3.12,0,0,0
472,MikeofWeb_3,9633,69.65,61.08,8.57,0,0,0
473,elliotrades,841109,69.62,60.93,8.69,0,0,0
474,laurachikamso,7555,69.41,58.25,11.16,0,0,0
475,PTGinKing,20048,69.41,61.67,7.74,0,0,0
476,Raize_w,2978,69.37,65.42,3.95,0,0,0
477,leiane1,90079,69.34,61.22,8.11,0,0,0
478,MATHEW_KINZY,13050,69.24,63.51,5.73,0,0,0
479,OXrenno,5496,69.14,66.69,2.46,0,0,0
480,DCRENCE1,3924,69.12,67.01,2.11,0,0,0
481,CircleVang,16730,68.94,65.21,3.73,0,0,0
482,0xakylles,26594,68.93,60.34,8.6,0,0,0
483,ArunimaGanguly2,3964,68.87,62.37,6.5,0,0,0
484,aykutzf,67597,68.83,62.36,6.46,0,0,0
485,arifurrahman355,3068,68.81,65.59,3.22,0,0,0
486,AppieWeb3,27508,68.76,59.41,9.36,0,0,0
487,Cliff3Verse,4242,68.76,65.56,3.2,0,0,0
488,mideairdrophubs,3368,68.76,64.95,3.81,0,0,0
489,Tyler_Did_It,61461,68.75,55.95,12.8,0,0,0
490,Pons_ETH,71159,68.62,57.32,11.29,0,0,0
491,naumanisrar02,3199,68.58,65.71,2.87,0,0,0
492,Mr_memsy,29699,68.57,62.47,6.1,0,0,0
493,MrGreencoin,3358,68.56,63.61,4.95,0,0,0
494,Gate,2224322,68.53,55.72,12.81,0,0,0
495,SagaSuplex,16633,68.52,56.37,12.15,0,0,0
496,pulsar5991,5680,68.41,63.69,4.72,0,0,0
497,Review2013,3084,68.39,66.82,1.57,0,0,0
498,im_odeex,7310,68.37,61.53,6.84,0,0,0
499,kvngkomo,13062,68.31,60.55,7.76,0,0,0
500,linhnhiz4,5606,68.25,61.63,6.62,0,0,0
501,Sultan_Bd_24,4191,68.22,64.37,3.85,0,0,0
502,Ayotomilow0,6400,68.19,62.22,5.97,0,0,0
503,Akewusolaf,5193,68.17,66.29,1.88,0,0,0
504,iwantlamboape,2766,68.12,65.36,2.76,0,0,0
505,Kay___kayyyy,5577,68.03,61.15,6.89,0,0,0
506,halusolana,57690,68.0,56.7,11.29,0,0,0
507,austiinxbt,5170,67.94,63.8,4.14,0,0,0
508,cartist00,36596,67.77,58.63,9.14,0,0,0
509,LucaNetz,228913,67.71,56.07,11.64,0,0,0
510,nicksolrik,6614,67.65,62.8,4.85,0,0,0
511,le699a,15887,67.64,59.85,7.79,0,0,0
512,divine_economy,73181,67.63,60.65,6.99,0,0,0
513,craigdoesweb3,20066,67.62,58.46,9.16,0,0,0
514,cryptolad32,4615,67.62,61.75,5.87,0,0,0
515,murkiwaters,2737,67.5,63.94,3.57,0,0,0
516,NFTMani_eth,8253,67.5,61.81,5.68,0,0,0
517,YashasEdu,7514,67.47,63.71,3.77,0,0,0
518,dibwuru,7899,67.46,61.49,5.97,0,0,0
519,Muneerah__web3,2716,67.44,64.83,2.62,0,0,0
520,farokh,447429,67.44,49.44,18.0,0,0,0
521,Darkweb3yagami,2603,67.36,65.42,1.94,0,0,0
522,CookieMrX,85171,67.34,61.7,5.64,0,0,0
523,Decentarah,5542,67.31,61.87,5.44,0,0,0
524,Belialoglu,6040,67.2,60.98,6.22,0,0,0
525,defigner_,5112,67.19,62.99,4.2,0,0,0
526,ArewaGadgetPlug,6710,67.19,61.71,5.48,0,0,0
527,Palash433,4408,67.18,61.49,5.69,0,0,0
528,bilal__1903,2898,67.14,63.08,4.06,0,0,0
529,kantianum,4933,67.12,62.73,4.39,0,0,0
530,IbraTheDabra,14089,67.11,61.48,5.63,0,0,0
531,Humane007,10815,67.06,63.94,3.12,0,0,0
532,fabsverseNFT,44897,67.0,61.78,5.22,0,0,0
533,0yinss,4416,66.96,64.72,2.25,0,0,0
534,CessurCagnur92,3139,66.96,64.52,2.44,0,0,0
535,trandangdung888,2701,66.96,65.71,1.25,0,0,0
536,golfwang0x,2976,66.96,62.81,4.15,0,0,0
537,sikander69,6439,66.94,61.88,5.06,0,0,0
538,nftcityboy,5064,66.93,62.33,4.6,0,0,0
539,Kaffchad,31071,66.93,61.79,5.13,0,0,0
540,Dream2real_00,3648,66.92,62.35,4.57,0,0,0
541,cryptodaaddy,16989,66.9,63.16,3.74,0,0,0
542,0xWash,2931,66.87,60.71,6.16,0,0,0
543,0xRohitz,10366,66.86,60.75,6.12,0,0,0
544,kisc_0,3977,66.85,62.63,4.22,0,0,0
545,flb_xyz,16484,66.81,63.25,3.56,0,0,0
546,NamNguyenV3228,4354,66.73,61.74,4.99,0,0,0
547,bledi_ai,71395,66.71,59.42,7.28,0,0,0
548,crypto_doctor06,9153,66.68,61.91,4.77,0,0,0
549,BullishRisker,6036,66.63,62.21,4.43,0,0,0
550,amit0xic,10678,66.61,59.7,6.91,0,0,0
551,phan_ft,3041,66.55,63.88,2.67,0,0,0
552,rangercrypt,24771,66.54,60.29,6.25,0,0,0
553,lakswaggo,9102,66.51,55.65,10.86,0,0,0
554,mycroftnft,99398,66.42,54.87,11.55,0,0,0
555,AwakDaniel_,2801,66.27,59.31,6.96,0,0,0
556,696_eth,9229,66.25,58.79,7.46,0,0,0
557,DjaniWhaleSkul,7704,66.25,64.23,2.02,0,0,0
558,Oluwadarra,3484,66.17,62.86,3.31,0,0,0
559,Scottet7,4019,66.17,60.0,6.17,0,0,0
560,i_amarach,5212,66.15,62.65,3.5,0,0,0
561,meerzubair7,3250,66.05,64.05,2.0,0,0,0
562,serpinxbt,18840,66.05,56.86,9.18,0,0,0
563,tonyler_,16853,66.03,60.2,5.83,0,0,0
564,kaitodelima,12689,66.03,60.09,5.94,0,0,0
565,nokaramo,4374,65.99,61.26,4.74,0,0,0
566,ledoraeth,105455,65.9,56.82,9.08,0,0,0
567,0xZhangZhi,2677,65.85,62.52,3.33,0,0,0
568,0xChaiin,4426,65.84,61.21,4.62,0,0,0
569,beeple,828805,65.77,60.85,4.92,0,0,0
570,pgreyy,7991,65.76,61.38,4.38,0,0,0
571,mr_dashtiii,6005,65.68,63.3,2.38,0,0,0
572,9locx,4625,65.64,60.12,5.51,0,0,0
573,NTmoney,70665,65.61,60.04,5.57,0,0,0
574,Rexkinsm,2553,65.57,60.72,4.85,0,0,0
575,SylvesterSolid,16744,65.56,61.33,4.23,0,0,0
576,helvyse,5724,65.48,63.15,2.32,0,0,0
577,chai_lens,2941,65.44,63.13,2.32,0,0,0
578,Razzshares,4653,65.44,63.47,1.98,0,0,0
579,0xkitakitsune,9615,65.28,54.38,10.9,0,0,0
580,HaybitNetwork,3335,65.28,60.49,4.78,0,0,0
581,jerrie_08,4012,65.25,62.74,2.51,0,0,0
582,KriptoLisa,82501,65.22,56.24,8.98,0,0,0
583,CryptoHindiO,53627,65.18,56.35,8.84,0,0,0
584,BornBlackSeed,3150,65.17,62.86,2.31,0,0,0
585,Pampadalampa,11874,65.1,60.71,4.39,0,0,0
586,H0ogie,16304,65.1,56.96,8.14,0,0,0
587,CRYPTOAD00,19055,65.08,59.69,5.39,0,0,0
588,wagmigently,26126,64.98,57.25,7.73,0,0,0
589,Rahim_mahtab,27890,64.96,60.04,4.93,0,0,0
590,anabelmtz86,30323,64.96,56.42,8.54,0,0,0
591,thatladyhakonke,3334,64.91,58.68,6.23,0,0,0
592,Alfredntmarshal,2592,64.83,61.62,3.22,0,0,0
593,HairHustler128,21226,64.8,54.13,10.66,0,0,0
594,milesnation94,6952,64.78,60.25,4.53,0,0,0
595,craigscoinpurse,23928,64.76,56.79,7.96,0,0,0
596,Informer_Dex,3321,64.73,61.38,3.35,0,0,0
597,homieofweb3,27439,64.59,59.88,4.71,0,0,0
598,Investor_ruthh,47002,64.57,57.05,7.52,0,0,0
599,AksarVai,4703,64.39,54.35,10.04,0,0,0
600,Pentaeth_,16426,64.38,59.03,5.35,0,0,0
601,GuidoDisalle,28185,64.32,58.49,5.83,0,0,0
602,fuhume,4690,64.25,59.54,4.72,0,0,0
603,SolAlbertor,9273,64.18,61.09,3.09,0,0,0
604,peter_dageneral,3219,64.12,61.05,3.07,0,0,0
605,0xfortizo,48555,64.11,56.71,7.4,0,0,0
606,Jack55750,20073,64.08,56.08,8.0,0,0,0
607,baoskee,41089,64.07,49.79,14.27,0,0,0
608,blackqbarn,4401,64.06,58.64,5.42,0,0,0
609,perpz_apt,3945,64.03,61.42,2.61,0,0,0
610,zyl0dev,3686,64.01,61.2,2.81,0,0,0
611,IViktohh,5391,63.99,60.56,3.43,0,0,0
612,embermane0666,2769,63.98,59.27,4.71,0,0,0
613,De_sure_,7871,63.91,61.54,2.37,0,0,0
614,SolanaCoach,9659,63.88,59.06,4.83,0,0,0
615,supremejayx,14405,63.85,58.68,5.17,0,0,0
616,Web3_Dad,48308,63.85,57.25,6.6,0,0,0
617,SkyAlphaOnSui,3813,63.82,57.82,6.0,0,0,0
618,Plaxtico_,8806,63.79,60.12,3.67,0,0,0
619,PandaMania_NFT,15422,63.75,58.88,4.87,0,0,0
620,tteasol,3603,63.68,59.55,4.13,0,0,0
621,OgarRuth3,4290,63.65,61.6,2.04,0,0,0
622,cryptonexxt,8436,63.64,60.46,3.18,0,0,0
623,i_am_vickyd,9346,63.57,60.47,3.1,0,0,0
624,gozyy_world,37264,63.54,57.08,6.46,0,0,0
625,iMithrandir_,3189,63.51,61.81,1.7,0,0,0
626,blockchainlenny,4926,63.44,62.02,1.42,0,0,0
627,eleniweb3,8450,63.35,57.67,5.67,0,0,0
628,beausecurity,27469,63.34,57.04,6.3,0,0,0
629,AlexKosa1,10842,63.33,59.43,3.9,0,0,0
630,AlexFinnX,312656,63.32,57.31,6.01,0,0,0
631,pwniR3birth,7494,63.3,57.63,5.67,0,0,0
632,HOSS_ibc,64355,63.28,56.85,6.43,0,0,0
633,GIVEMEY0URSOL,5300,63.25,59.87,3.38,0,0,0
634,Fantardio,3262,63.25,60.36,2.88,0,0,0
635,xeverade,39361,63.24,54.02,9.22,0,0,0
636,AltGemHunter,124945,63.21,55.29,7.92,0,0,0
637,didi5894,2932,63.19,60.12,3.07,0,0,0
638,jennn_sol,10355,63.12,56.4,6.73,0,0,0
639,Hantao,81724,63.11,56.49,6.62,0,0,0
640,0xEtudaye,7631,63.11,59.58,3.52,0,0,0
641,0xBlazeX,2759,63.07,60.84,2.23,0,0,0
642,0xjoonx,4736,63.06,58.73,4.33,0,0,0
643,Silverhard_,6116,63.05,58.68,4.37,0,0,0
644,Chosky_X,7045,63.03,57.36,5.67,0,0,0
645,bunya_eth,17419,63.02,55.65,7.37,0,0,0
646,grownwhalee,5863,63.02,58.93,4.08,0,0,0
647,mackan99,2925,63.0,60.45,2.55,0,0,0
648,Asting05,2951,62.98,51.96,11.02,0,0,0
649,PandaAsiaStreet,19148,62.92,59.99,2.93,0,0,0
650,goyabean_eth,16365,62.84,57.71,5.12,0,0,0
651,Deviled_meggs_,35051,62.76,54.8,7.97,0,0,0
652,Gyokeres_eth,9449,62.76,58.5,4.26,0,0,0
653,TheBoredKings,4620,62.68,57.33,5.36,0,0,0
654,primenic_eth,5136,62.64,58.44,4.2,0,0,0
655,captainjack125,27805,62.64,56.53,6.11,0,0,0
656,AdrianoFeria,19870,62.64,55.73,6.9,0,0,0
657,IRA_therabbit,19420,62.63,54.5,8.13,0,0,0
658,kxlad3,2678,62.6,59.42,3.18,0,0,0
659,marvellousdefi_,13745,62.57,58.65,3.92,0,0,0
660,iam_dark_amin,4027,62.55,60.43,2.12,0,0,0
661,DaoKwonDo,130780,62.55,52.99,9.56,0,0,0
662,GraceNft89,9937,62.52,52.57,9.96,0,0,0
663,WYdaGOAT,24494,62.52,56.44,6.08,0,0,0
664,MeltedMindz,26463,62.49,53.81,8.68,0,0,0
665,RealmissNFT,156576,62.47,53.52,8.95,0,0,0
666,0xValmir,14052,62.45,57.08,5.38,0,0,0
667,GeeWings_,9356,62.43,54.66,7.77,0,0,0
668,diazhsbllh_,5347,62.41,56.85,5.56,0,0,0
669,Im_SMD1,4636,62.37,56.38,6.0,0,0,0
670,Amandyk_sx,6252,62.37,56.56,5.8,0,0,0
671,elizamarrk,2948,62.35,57.28,5.07,0,0,0
672,holly_web3,80213,62.34,43.45,18.88,0,0,0
673,chedran_wilmer,3530,62.32,59.41,2.91,0,0,0
674,smilekinq,4702,62.25,58.93,3.32,0,0,0
675,hilariousghost,3940,62.23,58.99,3.25,0,0,0
676,knickcharles05,4540,62.23,58.22,4.01,0,0,0
677,ArianCrypt0,5795,62.12,57.7,4.42,0,0,0
678,brentradess,18561,62.1,57.01,5.1,0,0,0
679,0xidan,3654,62.09,58.46,3.63,0,0,0
680,WaqasCryptoHub,2786,62.06,58.32,3.73,0,0,0
681,DQV62,4243,62.04,56.48,5.56,0,0,0
682,prayz_dev,6239,61.98,56.73,5.24,0,0,0
683,IamAqsaShaikh,13741,61.95,57.29,4.67,0,0,0
684,AD_MetaX,5534,61.92,56.45,5.47,0,0,0
685,0xMAURITZ,4784,61.83,59.02,2.81,0,0,0
686,marekh69,6800,61.79,55.24,6.55,0,0,0
687,ChainRacingClub,17756,61.76,57.36,4.4,0,0,0
688,devameer0,3145,61.71,54.74,6.97,0,0,0
689,BandzMcBagz,15913,61.69,54.33,7.36,0,0,0
690,jade_defi,17547,61.69,55.71,5.97,0,0,0
691,Roni4527,16921,61.65,55.36,6.29,0,0,0
692,0xprimdotfun,19894,61.65,57.3,4.34,0,0,0
693,vasdie,4274,61.64,53.49,8.15,0,0,0
694,Pen_chuks,2594,61.62,58.93,2.69,0,0,0
695,vanillacrusz,3794,61.6,55.9,5.7,0,0,0
696,TheDefiApe,93246,61.59,49.55,12.04,0,0,0
697,nadiweb3,8727,61.59,56.14,5.45,0,0,0
698,Eth_Danx,12989,61.56,53.58,7.98,0,0,0
699,NotLazy36,3617,61.52,57.02,4.51,0,0,0
700,dreshking44,4048,61.5,58.33,3.17,0,0,0
701,tomipoint,10269,61.5,55.67,5.83,0,0,0
702,0xchainBob,12129,61.49,57.46,4.03,0,0,0
703,bitcoinmalaya,22901,61.49,57.48,4.01,0,0,0
704,Teambuertrades,12438,61.49,54.87,6.62,0,0,0
705,binji_x,37289,61.48,53.11,8.37,0,0,0
706,450bxi,4499,61.42,57.0,4.42,0,0,0
707,0xpolynesia_,5008,61.38,56.45,4.93,0,0,0
708,alyonitaa,30730,61.38,53.72,7.66,0,0,0
709,ppmctweets,60715,61.38,49.86,11.51,0,0,0
710,MaleehaMahmoud,3726,61.35,56.04,5.31,0,0,0
711,HouseofYogiX,34417,61.35,58.72,2.63,0,0,0
712,SteveKBark,55167,61.33,56.63,4.71,0,0,0
713,amZeus_,3118,61.32,59.32,2.0,0,0,0
714,Brongis9163,12793,61.25,54.38,6.87,0,0,0
715,prufboogie,3971,61.22,56.68,4.54,0,0,0
716,rylnei,52590,61.2,57.39,3.82,0,0,0
717,AdelValerieomaa,4858,61.2,56.92,4.28,0,0,0
718,rayearthZero,2870,61.18,59.49,1.69,0,0,0
719,0xndra,7922,61.14,55.63,5.5,0,0,0
720,loudgusto,4178,61.09,56.35,4.74,0,0,0
721,Omololu_issy,26781,61.07,54.76,6.3,0,0,0
722,RickLFG,106692,61.04,42.6,18.44,0,0,0
723,tessweb3_,7850,61.0,56.57,4.42,0,0,0
724,pumpdotfun,563399,60.99,57.95,3.04,0,0,0
725,TheCryptoRekt,3966,60.91,56.48,4.43,0,0,0
726,SHADOW_NFT15,24126,60.89,53.91,6.98,0,0,0
727,CaraxesTG,3745,60.84,58.17,2.67,0,0,0
728,satyaXBT,20914,60.82,54.36,6.46,0,0,0
729,0xCCKP,2693,60.73,58.99,1.75,0,0,0
730,memonic_johnny,7852,60.73,55.51,5.22,0,0,0
731,cryptonautt_,20525,60.68,55.31,5.37,0,0,0
732,elnass_1,2969,60.68,58.38,2.3,0,0,0
733,Rubiks_Gus,3281,60.66,56.04,4.61,0,0,0
734,_Juliaweb3,3436,60.63,57.55,3.08,0,0,0
735,Farah84239888,2365,60.61,57.14,3.47,0,0,0
736,GoldenBronny_,10616,60.57,56.18,4.39,0,0,0
737,Crypto3Rain,9434,60.56,53.75,6.81,0,0,0
738,Martolexx,11388,60.55,57.09,3.46,0,0,0
739,Nobleprnce,2532,60.52,57.22,3.29,0,0,0
740,milosmisic15,2750,60.48,57.37,3.11,0,0,0
741,matchayuma,4814,60.47,57.17,3.3,0,0,0
742,Sir_ussy001,2553,60.41,56.27,4.15,0,0,0
743,OLTOAK,11377,60.41,53.0,7.41,0,0,0
744,Mide_ox,9074,60.4,53.54,6.86,0,0,0
745,CryptoUpdate111,6033,60.4,53.59,6.81,0,0,0
746,d33genist,3118,60.38,58.5,1.88,0,0,0
747,MetalHeadDeep,3838,60.35,54.53,5.83,0,0,0
748,I_amDorris,6967,60.33,53.69,6.65,0,0,0
749,leakmealpha,7949,60.3,59.26,1.04,0,0,0
750,LeonardJ_24,80520,60.29,54.44,5.85,0,0,0
751,theunipcs,212584,60.29,52.08,8.21,0,0,0
752,beyza_yksll,3054,60.27,55.61,4.66,0,0,0
753,dropbureau,10473,60.27,58.13,2.13,0,0,0
754,Defi_Rocketeer,172151,60.21,54.5,5.7,0,0,0
755,miraj369,2645,60.17,55.59,4.59,0,0,0
756,L4t5s,4676,60.16,57.41,2.75,0,0,0
757,0pttimus,3258,60.15,58.93,1.22,0,0,0
758,AirdropDuyuru,8969,60.13,56.22,3.91,0,0,0
759,draken_crypto10,4092,60.1,58.14,1.97,0,0,0
760,DeSciJeremy,18263,60.1,54.45,5.65,0,0,0
761,KakashiAirdrops,4288,60.04,56.39,3.65,0,0,0
762,xenoexyne,76714,60.01,53.57,6.43,0,0,0
763,D3TRIOTT,9583,60.0,56.43,3.57,0,0,0
764,Damian__web,4370,59.98,56.03,3.95,0,0,0
765,DegenerateNews,406576,59.98,53.25,6.74,0,0,0
766,shubh2005S,6181,59.91,54.47,5.45,0,0,0
767,degenbrody,42540,59.91,55.72,4.19,0,0,0
768,TokenVigilan,19613,59.89,50.88,9.02,0,0,0
769,zerry0561,4684,59.88,56.56,3.32,0,0,0
770,keepyourpixel,5369,59.85,56.19,3.65,0,0,0
771,KayoOfAfrica,4194,59.82,55.44,4.38,0,0,0
772,DocumentingBTC,1088388,59.82,53.55,6.27,0,0,0
773,xFactorPOL,3822,59.81,56.46,3.35,0,0,0
774,NatChittamai,20085,59.78,55.46,4.32,0,0,0
775,wealthykween,20726,59.77,54.75,5.03,0,0,0
776,SimonNickweb3,9010,59.76,55.0,4.77,0,0,0
777,pedro_verdades,5555,59.76,53.77,5.98,0,0,0
778,Artommy_,3488,59.75,57.08,2.66,0,0,0
779,Thereal_Delight,5174,59.73,57.05,2.68,0,0,0
780,Drallio,87855,59.72,52.92,6.8,0,0,0
781,ApexForever__,2786,59.67,54.62,5.04,0,0,0
782,tbros6868,3158,59.66,56.44,3.22,0,0,0
783,Parsa_Nftt,169374,59.66,47.61,12.05,0,0,0
784,cukyn1812,8973,59.62,51.14,8.49,0,0,0
785,SanjayWeb3,59184,59.6,52.36,7.24,0,0,0
786,ChrisBlackadder,11613,59.59,50.95,8.64,0,0,0
787,LordRangkesetan,3934,59.57,56.98,2.59,0,0,0
788,CardanoMentor,13736,59.54,52.41,7.13,0,0,0
789,KaziRizviAhmed3,4031,59.51,57.31,2.2,0,0,0
790,0xunusual,5609,59.47,56.74,2.73,0,0,0
791,Doumtrader6655,4407,59.43,51.93,7.5,0,0,0
792,nphatesyou,4734,59.43,56.29,3.13,0,0,0
793,n01man,4426,59.42,57.21,2.21,0,0,0
794,Mlilvic,4575,59.42,57.31,2.1,0,0,0
795,10cty,5379,59.42,56.51,2.9,0,0,0
796,0xWives,9274,59.4,54.65,4.74,0,0,0
797,Tyleryapler,5318,59.4,54.39,5.01,0,0,0
798,anonchained,85383,59.39,50.62,8.78,0,0,0
799,a1lon9,240767,59.37,57.07,2.31,0,0,0
800,e4ma_officiall,2777,59.35,56.64,2.71,0,0,0
801,vicissol,3919,59.32,53.64,5.68,0,0,0
802,jimmyboolish,6311,59.29,51.35,7.94,0,0,0
803,ayo_deji7,3359,59.27,57.43,1.84,0,0,0
804,ForsytheXBT,2907,59.26,56.06,3.2,0,0,0
805,successkaay,2607,59.26,57.02,2.24,0,0,0
806,3liXBT,17229,59.23,57.38,1.84,0,0,0
807,atulydv00,5792,59.22,54.79,4.42,0,0,0
808,StormFrens,7757,59.21,54.37,4.84,0,0,0
809,malhanis69,7427,59.15,54.05,5.1,0,0,0
810,al_shifat_,3368,59.1,55.82,3.28,0,0,0
811,Web3Pikachu,98922,59.06,46.37,12.68,0,0,0
812,sajid9989,3083,59.05,54.65,4.4,0,0,0
813,7316,8152,59.04,52.06,6.98,0,0,0
814,SteveG60117,16902,59.03,53.58,5.44,0,0,0
815,VideHaldorsson,3854,59.03,55.44,3.59,0,0,0
816,Derrickwritess,4623,58.98,54.38,4.6,0,0,0
817,lovestern83,22519,58.97,52.87,6.09,0,0,0
818,kabNFA,8515,58.84,54.44,4.39,0,0,0
819,im_syedhussain,9620,58.83,54.55,4.28,0,0,0
820,desti910,6278,58.83,56.89,1.94,0,0,0
821,mztaprince,2835,58.8,55.8,3.0,0,0,0
822,CryptoFrostyz,7101,58.79,53.49,5.3,0,0,0
823,Omaofweb3,4144,58.77,51.91,6.87,0,0,0
824,dearOlaide,3294,58.76,55.01,3.75,0,0,0
825,Ariaherex,2600,58.76,55.5,3.26,0,0,0
826,mrdejie,9095,58.73,55.62,3.1,0,0,0
827,NaughtyKp,4647,58.73,53.08,5.65,0,0,0
828,omo_ginger,7482,58.71,56.64,2.07,0,0,0
829,mikecantmiss,12273,58.68,51.86,6.82,0,0,0
830,TheBrownGentYT,5279,58.67,56.65,2.02,0,0,0
831,SiriOfficialX,31815,58.64,52.06,6.58,0,0,0
832,TanzilX15,3824,58.63,55.72,2.91,0,0,0
833,Khallid4397,10529,58.61,52.89,5.72,0,0,0
834,Olking07,15328,58.59,52.06,6.54,0,0,0
835,evansWeb3Dev,6801,58.59,54.74,3.84,0,0,0
836,alphadaoInspire,3543,58.57,56.75,1.82,0,0,0
837,MoonCallXBT,9422,58.51,52.81,5.69,0,0,0
838,0xSofiya,9488,58.5,52.96,5.55,0,0,0
839,MoonOverlord,305641,58.49,50.61,7.89,0,0,0
840,MissionGains,17890,58.48,52.8,5.68,0,0,0
841,micoliser,2968,58.47,55.55,2.92,0,0,0
842,DaleWebX,8569,58.46,55.55,2.91,0,0,0
843,lechriss17,6158,58.39,52.19,6.2,0,0,0
844,AloneKi24285567,3654,58.33,55.31,3.02,0,0,0
845,_joelad,2619,58.33,55.6,2.73,0,0,0
846,Natash070,2777,58.33,49.16,9.17,0,0,0
847,TheCryptoDaddi,45242,58.32,53.09,5.24,0,0,0
848,RealMissBeee,3098,58.31,56.11,2.2,0,0,0
849,Tobeskii_,3570,58.3,54.32,3.98,0,0,0
850,boyykennn,2604,58.23,52.72,5.51,0,0,0
851,condzxyz,14902,58.22,54.12,4.1,0,0,0
852,Harnie3rdWEB,3069,58.21,53.45,4.76,0,0,0
853,xEMINENTx,26699,58.21,50.83,7.38,0,0,0
854,CryptoEchizen,3139,58.11,55.27,2.84,0,0,0
855,masterchainzz,8719,58.06,37.42,20.65,0,0,0
856,basilda_a,14127,58.06,51.82,6.24,0,0,0
857,living_stone696,15606,58.06,49.72,8.34,0,0,0
858,tomatofroots,19838,58.05,53.76,4.3,0,0,0
859,BMinimg,3386,58.03,53.8,4.22,0,0,0
860,PolymerPounds,4405,57.99,56.41,1.58,0,0,0
861,MeeMoses83411,6553,57.96,53.79,4.17,0,0,0
862,SOL_Haze2,6906,57.95,54.29,3.65,0,0,0
863,web3enjoyoor,9659,57.93,53.82,4.11,0,0,0
864,CryptoVonDoom,199245,57.92,51.37,6.54,0,0,0
865,Mr_Samuel01,6266,57.9,56.64,1.26,0,0,0
866,Dafakwu,3106,57.89,52.27,5.62,0,0,0
867,lukecannon727,9782,57.87,55.3,2.57,0,0,0
868,anoma,238686,57.81,54.64,3.16,0,0,0
869,DancingEddie_,28523,57.79,51.98,5.81,0,0,0
870,mecryptomonk,6596,57.78,52.95,4.82,0,0,0
871,Amblessed_io,3018,57.76,53.91,3.85,0,0,0
872,NazWeb3,3309,57.76,55.39,2.36,0,0,0
873,Getso14,30000,57.73,54.13,3.6,0,0,0
874,kolyposts,3307,57.69,53.34,4.35,0,0,0
875,CryptactWeb3,4684,57.68,51.71,5.98,0,0,0
876,Cminerbox,2869,57.6,54.95,2.65,0,0,0
877,neromtoobad,2559,57.56,54.59,2.97,0,0,0
878,whizz_xD,3729,57.55,53.04,4.51,0,0,0
879,Briamach,5239,57.54,55.77,1.76,0,0,0
880,AuraXOfficial1,13035,57.48,53.25,4.23,0,0,0
881,TAhmed93,4327,57.42,54.3,3.12,0,0,0
882,jyp_nft,19728,57.4,51.56,5.84,0,0,0
883,AlexGoodfather,6073,57.36,50.13,7.23,0,0,0
884,jonze100,2513,57.34,54.51,2.83,0,0,0
885,ST_McFly,7105,57.29,52.25,5.04,0,0,0
886,z0ke,42057,57.28,47.21,10.07,0,0,0
887,kryptobaby777,23828,57.26,46.73,10.53,0,0,0
888,PrincessBartho2,4353,57.26,54.09,3.17,0,0,0
889,GooseABS,4890,57.25,48.17,9.08,0,0,0
890,Comrd_Olowo,5286,57.24,53.33,3.9,0,0,0
891,KoranaArjun126,3716,57.22,54.88,2.35,0,0,0
892,LordWorldPeace,13398,57.2,53.46,3.74,0,0,0
893,Kriptolooo,26516,57.19,48.51,8.68,0,0,0
894,kryptomokus,5174,57.18,55.16,2.01,0,0,0
895,Odunerd,2697,57.18,55.61,1.56,0,0,0
896,retrodiskotek,10714,57.12,51.11,6.01,0,0,0
897,ClarkJude,2731,57.11,52.68,4.43,0,0,0
898,iam_kiddee,25182,57.06,52.67,4.4,0,0,0
899,Fortunate_hm,2667,57.06,53.31,3.75,0,0,0
900,SmolMobster,21976,57.05,48.57,8.48,0,0,0
901,Virtue958,5075,57.03,54.84,2.19,0,0,0
902,Haleeeemahh,4121,57.01,52.5,4.52,0,0,0
903,saifmr20,10095,56.99,52.08,4.91,0,0,0
904,Space_Daddy00,4830,56.97,55.0,1.97,0,0,0
905,naruto11eth,20127,56.96,51.95,5.01,0,0,0
